HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
Europa,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,D,83.0,P
Europa,0,55 Cancri e,29.0,0,2.0,8.0,0.0,2864.0,155.0,False,D,83.0,P
Earth,0,TRAPPIST-1e,46.0,0,0.0,0.0,1661.0,52.0,8.0,True,G,448.0,P
Europa,1,TRAPPIST-1e,58.0,0,,0.0,0.0,0.0,0.0,True,C,102.0,S
Earth,0,PSO J318.5-22,53.0,0,0.0,1.0,0.0,195.0,493.0,True,E,190.0,S
Earth,0,55 Cancri e,21.0,0,13.0,0.0,1098.0,64.0,1.0,False,F,535.0,S
Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,False,G,449.0,P
Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,False,G,450.0,P
Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,B,86.0,P
Europa,0,55 Cancri e,41.0,0,0.0,320.0,4333.0,1313.0,51.0,False,B,86.0,P
Europa,0,TRAPPIST-1e,29.0,0,3.0,933.0,0.0,674.0,731.0,False,B,86.0,P
Europa,0,55 Cancri e,54.0,0,0.0,37.0,0.0,4689.0,0.0,False,B,86.0,P
Europa,0,55 Cancri e,43.0,0,0.0,9923.0,660.0,10.0,266.0,True,B,86.0,P
Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,True,G,446.0,S
Earth,0,TRAPPIST-1e,48.0,0,784.0,87.0,0.0,0.0,1.0,True,E,169.0,P
Europa,0,TRAPPIST-1e,34.0,0,10.0,5659.0,15.0,3.0,0.0,True,C,103.0,S
Europa,0,TRAPPIST-1e,42.0,0,0.0,802.0,0.0,2622.0,671.0,False,C,103.0,S
Earth,0,55 Cancri e,17.0,0,0.0,0.0,0.0,863.0,0.0,False,F,536.0,S
Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,1345.0,False,F,580.0,P
Europa,0,TRAPPIST-1e,37.0,0,6.0,437.0,0.0,54.0,3030.0,False,A,23.0,P
Europa,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,True,A,23.0,P
Earth,0,TRAPPIST-1e,21.0,0,3.0,0.0,0.0,881.0,0.0,False,G,447.0,S
,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,True,G,447.0,S
Europa,0,TRAPPIST-1e,27.0,0,1.0,767.0,0.0,13104.0,3657.0,False,B,87.0,P
Earth,0,TRAPPIST-1e,23.0,0,18.0,2595.0,0.0,0.0,122.0,True,F,581.0,P
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,366.0,268.0,0.0,False,F,582.0,P
Mars,0,TRAPPIST-1e,28.0,0,948.0,0.0,64.0,170.0,0.0,False,D,95.0,S
Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,154.0,22.0,820.0,False,E,171.0,P
Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,False,G,452.0,P
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,452.0,P
Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,True,G,453.0,P
Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,False,G,454.0,P
Earth,0,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,871.0,False,F,537.0,S
Mars,0,55 Cancri e,43.0,0,803.0,0.0,384.0,120.0,0.0,True,F,538.0,S
Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,G,449.0,S
,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,True,G,455.0,P
,0,TRAPPIST-1e,25.0,0,237.0,0.0,910.0,0.0,12.0,False,F,584.0,P
Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,F,585.0,P
Mars,1,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,True,F,585.0,P
Mars,0,TRAPPIST-1e,24.0,0,165.0,0.0,981.0,2.0,0.0,True,F,585.0,P
Earth,0,TRAPPIST-1e,38.0,0,77.0,169.0,0.0,0.0,470.0,False,F,586.0,P
Earth,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,True,G,457.0,P
Earth,1,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,True,G,458.0,P
,1,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,G,450.0,S
Earth,0,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,False,G,450.0,S
Earth,1,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,True,G,450.0,S
Earth,1,,18.0,0,0.0,0.0,0.0,0.0,0.0,True,G,450.0,S
,1,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,False,G,450.0,S
Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,F,587.0,P
Europa,1,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,C,104.0,S
Mars,0,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,True,F,539.0,S
Europa,0,55 Cancri e,28.0,0,1581.0,213.0,0.0,18.0,3051.0,False,C,96.0,P
Europa,0,TRAPPIST-1e,49.0,0,20.0,6807.0,174.0,3538.0,2473.0,False,C,96.0,P
Europa,0,TRAPPIST-1e,23.0,0,0.0,824.0,0.0,495.0,1479.0,True,D,86.0,P
Europa,0,TRAPPIST-1e,19.0,0,0.0,1.0,0.0,2085.0,55.0,False,D,86.0,P
Earth,0,TRAPPIST-1e,34.0,0,0.0,250.0,23.0,0.0,514.0,False,E,173.0,P
Europa,0,TRAPPIST-1e,40.0,1,0.0,11.0,0.0,2205.0,1295.0,True,C,105.0,S
Europa,0,55 Cancri e,26.0,1,0.0,186.0,0.0,548.0,5058.0,False,A,24.0,P
Earth,0,PSO J318.5-22,23.0,0,0.0,0.0,0.0,3.0,1919.0,False,F,588.0,P
Mars,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False,E,174.0,P
Europa,0,TRAPPIST-1e,51.0,0,1.0,3935.0,0.0,146.0,0.0,True,C,107.0,S
Earth,0,55 Cancri e,44.0,0,672.0,0.0,0.0,0.0,20.0,False,F,540.0,S
Mars,0,TRAPPIST-1e,50.0,0,357.0,0.0,657.0,0.0,0.0,False,E,175.0,P
Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,True,G,452.0,S
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,True,G,464.0,P
Earth,0,,21.0,0,33.0,126.0,0.0,461.0,0.0,False,G,465.0,P
Earth,0,TRAPPIST-1e,20.0,0,56.0,757.0,111.0,0.0,0.0,True,F,544.0,S
Earth,0,55 Cancri e,14.0,0,0.0,0.0,14.0,692.0,809.0,False,F,591.0,P
Europa,0,55 Cancri e,38.0,0,0.0,896.0,0.0,0.0,4168.0,False,C,108.0,S
Earth,0,PSO J318.5-22,29.0,0,631.0,0.0,0.0,40.0,0.0,False,F,545.0,S
Europa,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,True,C,109.0,S
Europa,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,True,C,109.0,S
Europa,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,C,109.0,S
Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,True,C,98.0,P
Earth,0,PSO J318.5-22,18.0,0,154.0,22.0,77.0,1053.0,0.0,True,F,546.0,S
Earth,0,TRAPPIST-1e,17.0,0,5.0,756.0,0.0,0.0,0.0,True,F,547.0,S
Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,True,E,193.0,S
Earth,0,TRAPPIST-1e,27.0,0,0.0,2.0,49.0,0.0,801.0,False,G,466.0,P
Mars,0,TRAPPIST-1e,34.0,0,2904.0,23.0,7.0,0.0,81.0,False,D,88.0,P
Mars,0,TRAPPIST-1e,53.0,0,520.0,0.0,442.0,0.0,0.0,True,D,88.0,P
Europa,1,TRAPPIST-1e,36.0,1,0.0,0.0,0.0,0.0,0.0,True,C,110.0,S
Mars,0,TRAPPIST-1e,41.0,0,71.0,0.0,1617.0,31.0,0.0,False,D,89.0,P
Mars,0,TRAPPIST-1e,51.0,0,819.0,4.0,92.0,38.0,0.0,False,E,176.0,P
Earth,1,PSO J318.5-22,61.0,0,0.0,0.0,0.0,0.0,0.0,True,G,467.0,P
Earth,0,TRAPPIST-1e,59.0,0,0.0,0.0,1.0,920.0,1.0,True,G,454.0,S
Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,True,B,88.0,P
Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,True,B,88.0,P
Earth,0,PSO J318.5-22,57.0,0,0.0,1431.0,0.0,30.0,337.0,True,G,455.0,S
Mars,0,55 Cancri e,39.0,0,2127.0,0.0,23.0,0.0,0.0,False,E,194.0,S
Europa,1,55 Cancri e,55.0,0,0.0,0.0,0.0,0.0,0.0,True,B,107.0,S
Earth,0,TRAPPIST-1e,42.0,0,173.0,656.0,0.0,0.0,23.0,False,G,456.0,S
Earth,0,TRAPPIST-1e,36.0,0,418.0,40.0,7.0,338.0,0.0,False,F,592.0,P
Mars,0,TRAPPIST-1e,42.0,0,44.0,0.0,3648.0,0.0,9.0,True,F,593.0,P
Earth,1,PSO J318.5-22,32.0,0,0.0,0.0,0.0,0.0,0.0,False,G,468.0,P
Earth,0,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,False,G,457.0,S
Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,False,G,458.0,S
Earth,0,TRAPPIST-1e,28.0,0,0.0,93.0,1282.0,0.0,0.0,True,F,595.0,P
Mars,0,TRAPPIST-1e,37.0,0,912.0,0.0,0.0,0.0,0.0,False,D,90.0,P
Earth,0,TRAPPIST-1e,44.0,0,0.0,0.0,744.0,62.0,3.0,False,G,459.0,S
Mars,0,TRAPPIST-1e,71.0,1,901.0,0.0,1698.0,0.0,0.0,False,F,597.0,P
Europa,0,TRAPPIST-1e,44.0,0,0.0,351.0,0.0,3.0,3447.0,False,B,89.0,P
Europa,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,True,B,89.0,P
Earth,0,TRAPPIST-1e,18.0,0,4.0,904.0,0.0,0.0,1.0,False,G,460.0,S
Earth,0,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,True,G,469.0,P
Earth,1,55 Cancri e,12.0,0,0.0,0.0,0.0,0.0,0.0,False,G,469.0,P
Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,469.0,P
Earth,0,TRAPPIST-1e,29.0,0,0.0,1311.0,0.0,0.0,0.0,False,F,598.0,P
Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,False,G,469.0,P
Earth,0,55 Cancri e,27.0,0,688.0,307.0,779.0,0.0,19.0,False,G,470.0,P
Earth,0,PSO J318.5-22,24.0,0,0.0,0.0,443.0,244.0,1.0,False,F,599.0,P
Earth,0,TRAPPIST-1e,38.0,0,1.0,0.0,288.0,0.0,556.0,True,G,461.0,S
Mars,0,TRAPPIST-1e,28.0,0,523.0,0.0,0.0,970.0,0.0,False,F,600.0,P
Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,,,
Earth,0,TRAPPIST-1e,16.0,0,0.0,20.0,0.0,300.0,681.0,False,F,601.0,P
Earth,0,PSO J318.5-22,24.0,0,,2.0,25.0,0.0,707.0,True,F,601.0,P
Earth,0,TRAPPIST-1e,33.0,0,123.0,760.0,0.0,0.0,0.0,False,G,471.0,P
Earth,0,55 Cancri e,24.0,0,489.0,0.0,0.0,0.0,0.0,False,G,462.0,S
Earth,0,,29.0,0,1.0,0.0,133.0,104.0,574.0,False,G,463.0,S
Earth,0,TRAPPIST-1e,25.0,0,0.0,9.0,2005.0,0.0,5.0,True,F,552.0,S
Earth,0,,0.0,0,0.0,0.0,0.0,0.0,0.0,False,G,464.0,S
,0,TRAPPIST-1e,13.0,0,649.0,2.0,0.0,124.0,143.0,False,F,553.0,S
Earth,1,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,False,G,473.0,P
Earth,0,PSO J318.5-22,32.0,0,0.0,0.0,736.0,0.0,0.0,False,F,602.0,P
Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,False,E,178.0,P
Mars,0,TRAPPIST-1e,49.0,0,21.0,25.0,1509.0,0.0,1042.0,False,F,603.0,P
Mars,0,TRAPPIST-1e,43.0,0,13.0,2119.0,315.0,0.0,261.0,True,D,96.0,S
Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,F,555.0,S
Mars,1,TRAPPIST-1e,6.0,0,,0.0,0.0,0.0,0.0,True,F,555.0,S
Earth,0,TRAPPIST-1e,23.0,0,0.0,179.0,569.0,0.0,0.0,True,F,606.0,P
Mars,0,TRAPPIST-1e,43.0,0,336.0,11.0,796.0,15.0,0.0,True,F,609.0,P
Mars,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,True,F,609.0,P
Mars,0,TRAPPIST-1e,43.0,0,828.0,25.0,545.0,107.0,0.0,False,,,
Mars,1,55 Cancri e,41.0,0,0.0,0.0,0.0,0.0,0.0,True,F,611.0,P
Europa,0,55 Cancri e,54.0,1,0.0,2062.0,2.0,19.0,1618.0,False,B,92.0,P
Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,True,B,92.0,P
Europa,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,True,B,92.0,P
Earth,1,PSO J318.5-22,48.0,0,0.0,0.0,0.0,0.0,0.0,True,G,467.0,S
Earth,0,TRAPPIST-1e,45.0,0,,9.0,0.0,857.0,16.0,False,G,474.0,P
Earth,0,PSO J318.5-22,20.0,0,0.0,689.0,0.0,0.0,0.0,False,F,557.0,S
Europa,0,TRAPPIST-1e,33.0,0,0.0,28.0,0.0,6841.0,543.0,False,T,2.0,P
Earth,0,TRAPPIST-1e,21.0,0,15.0,30.0,11.0,2.0,388.0,False,G,468.0,S
Europa,1,TRAPPIST-1e,68.0,0,0.0,0.0,0.0,0.0,0.0,True,C,100.0,P
Earth,0,PSO J318.5-22,23.0,0,5.0,308.0,363.0,7.0,0.0,True,F,615.0,P
Earth,0,TRAPPIST-1e,16.0,0,24.0,0.0,13.0,717.0,0.0,False,G,477.0,P
Earth,0,TRAPPIST-1e,35.0,0,198.0,44.0,97.0,30.0,510.0,False,F,558.0,S
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False,G,478.0,P
Earth,0,TRAPPIST-1e,51.0,0,214.0,3.0,16.0,569.0,0.0,False,F,559.0,S
Earth,0,PSO J318.5-22,2.0,0,,0.0,0.0,0.0,0.0,False,G,469.0,S
Earth,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,False,G,469.0,S
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,True,G,469.0,S
Earth,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,True,G,479.0,P
Europa,0,TRAPPIST-1e,55.0,0,0.0,1971.0,77.0,577.0,1050.0,True,C,112.0,S
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False,G,482.0,P
Earth,0,TRAPPIST-1e,20.0,0,310.0,0.0,374.0,0.0,5.0,False,F,617.0,P
,0,55 Cancri e,25.0,0,0.0,641.0,0.0,2.0,0.0,True,E,179.0,P
Earth,0,55 Cancri e,18.0,0,235.0,0.0,101.0,0.0,316.0,True,F,619.0,P
Earth,0,PSO J318.5-22,28.0,0,3.0,141.0,0.0,0.0,1689.0,False,G,470.0,S
Earth,0,TRAPPIST-1e,26.0,0,1822.0,0.0,4.0,107.0,1204.0,False,F,561.0,S
Earth,0,PSO J318.5-22,28.0,0,1.0,0.0,933.0,614.0,0.0,False,F,620.0,P
Earth,0,TRAPPIST-1e,54.0,0,,0.0,0.0,0.0,0.0,False,F,562.0,S
Earth,0,TRAPPIST-1e,56.0,0,0.0,54.0,0.0,724.0,0.0,False,F,621.0,P
Mars,0,TRAPPIST-1e,25.0,0,1228.0,0.0,132.0,0.0,0.0,False,E,180.0,P
Europa,0,TRAPPIST-1e,26.0,0,2050.0,8525.0,0.0,270.0,636.0,False,A,35.0,S
Earth,0,TRAPPIST-1e,14.0,0,0.0,0.0,709.0,258.0,3.0,False,F,622.0,P
Earth,0,TRAPPIST-1e,21.0,0,2.0,417.0,323.0,0.0,84.0,True,E,181.0,P
Earth,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,True,G,485.0,P
Earth,0,,37.0,0,221.0,0.0,32.0,38.0,516.0,False,G,486.0,P
Earth,0,TRAPPIST-1e,,0,740.0,82.0,6.0,0.0,1.0,False,,,
Europa,0,TRAPPIST-1e,38.0,0,0.0,3135.0,0.0,26.0,3.0,True,T,3.0,P
Earth,0,TRAPPIST-1e,14.0,0,0.0,1.0,1441.0,0.0,190.0,True,E,182.0,P
Earth,0,PSO J318.5-22,20.0,0,0.0,0.0,585.0,0.0,10.0,False,F,564.0,S
Europa,0,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,False,B,93.0,P
Europa,1,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,B,111.0,S
Earth,0,TRAPPIST-1e,13.0,0,0.0,0.0,31.0,0.0,810.0,True,E,183.0,P
Europa,0,TRAPPIST-1e,37.0,0,0.0,210.0,0.0,4114.0,0.0,False,D,97.0,S
Mars,0,TRAPPIST-1e,15.0,0,5711.0,0.0,2516.0,0.0,1370.0,False,E,197.0,S
Europa,0,55 Cancri e,33.0,0,396.0,1280.0,7.0,308.0,4941.0,False,A,36.0,S
Earth,1,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0,True,G,472.0,S
,0,PSO J318.5-22,49.0,0,0.0,0.0,0.0,160.0,528.0,False,F,570.0,S
Earth,0,TRAPPIST-1e,24.0,0,1252.0,6.0,0.0,123.0,706.0,False,F,571.0,S
Earth,0,TRAPPIST-1e,24.0,0,173.0,0.0,14.0,0.0,603.0,False,E,198.0,S
Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,True,B,94.0,P
Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,True,B,94.0,P
Earth,0,55 Cancri e,31.0,0,0.0,611.0,2.0,4.0,22.0,False,F,626.0,P
Europa,0,,47.0,0,0.0,5252.0,0.0,124.0,300.0,True,C,113.0,S
Earth,0,TRAPPIST-1e,19.0,0,736.0,0.0,0.0,0.0,1.0,False,F,627.0,P
Europa,0,55 Cancri e,38.0,1,0.0,1577.0,0.0,425.0,4359.0,False,C,101.0,P
Europa,0,55 Cancri e,33.0,0,0.0,1001.0,2280.0,0.0,29.0,True,C,101.0,P
Europa,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,True,C,114.0,S
Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,True,G,473.0,S
Earth,0,TRAPPIST-1e,32.0,0,0.0,53.0,0.0,744.0,0.0,False,F,572.0,S
Mars,1,TRAPPIST-1e,70.0,0,0.0,0.0,0.0,0.0,0.0,True,F,573.0,S
Earth,0,PSO J318.5-22,19.0,0,23.0,0.0,0.0,0.0,732.0,False,G,474.0,S
Mars,1,PSO J318.5-22,55.0,0,0.0,0.0,0.0,0.0,0.0,True,E,185.0,P
Europa,0,TRAPPIST-1e,48.0,0,0.0,8403.0,0.0,7627.0,83.0,False,B,96.0,P
Earth,0,TRAPPIST-1e,66.0,0,1187.0,1.0,0.0,6.0,0.0,False,G,475.0,S
,0,TRAPPIST-1e,13.0,0,,256.0,0.0,207.0,409.0,False,F,629.0,P
Europa,0,55 Cancri e,40.0,0,82.0,1390.0,0.0,347.0,6237.0,False,C,115.0,S
Earth,0,TRAPPIST-1e,35.0,0,0.0,1438.0,0.0,112.0,74.0,True,E,199.0,S
Earth,0,TRAPPIST-1e,32.0,0,0.0,49.0,2.0,639.0,0.0,False,F,630.0,P
Mars,0,TRAPPIST-1e,51.0,0,1644.0,0.0,234.0,157.0,64.0,False,E,187.0,P
Europa,0,TRAPPIST-1e,37.0,0,0.0,216.0,0.0,5391.0,3372.0,False,B,112.0,S
Earth,0,TRAPPIST-1e,31.0,0,517.0,1.0,301.0,60.0,4.0,False,G,476.0,S
Earth,0,TRAPPIST-1e,37.0,0,608.0,0.0,6.0,0.0,1637.0,False,F,574.0,S
Europa,0,TRAPPIST-1e,38.0,0,0.0,3331.0,270.0,2.0,3510.0,False,C,102.0,P
Europa,0,55 Cancri e,19.0,0,0.0,329.0,0.0,3154.0,312.0,False,C,102.0,P
Mars,1,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,True,F,631.0,P
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,1752.0,187.0,0.0,True,F,632.0,P
Earth,0,TRAPPIST-1e,31.0,0,2.0,788.0,0.0,128.0,9.0,True,G,477.0,S
Earth,0,TRAPPIST-1e,43.0,0,45.0,8.0,0.0,607.0,44.0,False,G,477.0,S
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,False,G,492.0,P
Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,False,G,493.0,P
Europa,0,55 Cancri e,21.0,0,0.0,878.0,82.0,360.0,1784.0,False,C,103.0,P
Europa,0,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,True,C,103.0,P
Europa,0,55 Cancri e,30.0,0,728.0,2551.0,0.0,48.0,1804.0,True,B,97.0,P
Europa,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,True,B,97.0,P
Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,False,G,478.0,S
Earth,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,False,G,478.0,S
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,False,G,478.0,S
Earth,0,TRAPPIST-1e,30.0,0,479.0,12.0,25.0,643.0,283.0,False,F,575.0,S
Earth,0,PSO J318.5-22,21.0,0,0.0,27.0,1181.0,0.0,513.0,False,G,479.0,S
Europa,0,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,False,,,
Earth,0,PSO J318.5-22,57.0,0,506.0,0.0,1.0,178.0,0.0,False,F,634.0,P
Mars,0,TRAPPIST-1e,35.0,0,1228.0,0.0,0.0,0.0,0.0,False,F,576.0,S
Europa,0,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,False,A,37.0,S
Mars,0,TRAPPIST-1e,32.0,0,2616.0,0.0,2.0,5.0,0.0,False,F,577.0,S
Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,301.0,0.0,437.0,False,F,578.0,S
Earth,0,TRAPPIST-1e,69.0,0,577.0,139.0,0.0,0.0,0.0,False,F,636.0,P
Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,False,G,480.0,S
Mars,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,True,E,190.0,P
Mars,0,TRAPPIST-1e,16.0,0,995.0,0.0,6.0,48.0,0.0,False,E,190.0,P
Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,False,E,200.0,S
Europa,0,TRAPPIST-1e,25.0,0,1586.0,2342.0,947.0,1.0,276.0,True,E,191.0,P
Europa,0,55 Cancri e,52.0,0,0.0,2.0,0.0,10976.0,810.0,False,,,
Earth,0,TRAPPIST-1e,13.0,0,578.0,77.0,0.0,306.0,5.0,False,F,579.0,S
Earth,0,TRAPPIST-1e,37.0,0,1086.0,0.0,0.0,41.0,0.0,False,F,637.0,P
Mars,0,TRAPPIST-1e,13.0,0,760.0,2.0,2.0,0.0,0.0,False,F,581.0,S
Mars,0,TRAPPIST-1e,45.0,0,3309.0,0.0,10.0,0.0,0.0,False,D,98.0,S
Mars,0,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,False,E,201.0,S
Earth,0,TRAPPIST-1e,22.0,0,664.0,0.0,0.0,65.0,0.0,False,F,638.0,P
Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,1745.0,72.0,False,G,498.0,P
Mars,0,TRAPPIST-1e,35.0,0,741.0,0.0,31.0,0.0,36.0,False,D,99.0,S
Earth,1,PSO J318.5-22,19.0,0,0.0,0.0,0.0,0.0,0.0,True,G,499.0,P
Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,True,G,499.0,P
Earth,0,TRAPPIST-1e,19.0,0,1.0,0.0,0.0,450.0,254.0,False,E,192.0,P
Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,True,G,482.0,S
Europa,0,55 Cancri e,37.0,0,0.0,2065.0,1650.0,356.0,1.0,True,D,94.0,P
Earth,0,TRAPPIST-1e,35.0,0,1609.0,0.0,0.0,0.0,0.0,False,E,193.0,P
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,True,G,483.0,S
Earth,0,TRAPPIST-1e,62.0,0,379.0,453.0,0.0,7.0,0.0,False,G,500.0,P
Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,True,G,501.0,P
Europa,1,TRAPPIST-1e,16.0,0,,0.0,0.0,0.0,0.0,True,B,113.0,S
Europa,0,TRAPPIST-1e,26.0,0,0.0,0.0,8.0,21.0,6023.0,False,B,113.0,S
Mars,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,True,F,640.0,P
Earth,1,PSO J318.5-22,,0,0.0,0.0,0.0,0.0,0.0,True,G,502.0,P
Earth,0,55 Cancri e,22.0,0,35.0,0.0,36.0,581.0,0.0,False,F,642.0,P
Earth,0,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,822.0,2.0,False,F,584.0,S
Europa,0,55 Cancri e,50.0,0,0.0,1547.0,0.0,1784.0,1.0,True,C,118.0,S
Europa,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,True,C,118.0,S
Earth,0,PSO J318.5-22,15.0,0,1.0,30.0,1793.0,0.0,0.0,True,G,503.0,P
Europa,0,55 Cancri e,23.0,0,0.0,587.0,0.0,1497.0,1014.0,False,D,100.0,S
Mars,1,55 Cancri e,60.0,0,0.0,0.0,0.0,0.0,0.0,True,D,101.0,S
Earth,0,TRAPPIST-1e,73.0,0,0.0,0.0,0.0,153.0,556.0,False,G,504.0,P
Earth,0,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,True,G,505.0,P
Europa,0,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,False,A,25.0,P
Europa,0,TRAPPIST-1e,27.0,1,0.0,6013.0,0.0,820.0,31.0,True,B,115.0,S
Europa,0,TRAPPIST-1e,14.0,0,0.0,946.0,0.0,7860.0,384.0,False,,,
